Sample,Lab ID,Class,Individual,Bundle No.,Period,Event ID,Priority,Selected,Bear No.,,#G,#U,Left,U/L,Comments,,Loci,CXX20,G1D,G10M,MSUT2,MU50,G10X,G10P,REN144 A06,G1A,G10C,D1A,G10J,G10L,CPH9,CXX110,D123,MU26,G10U,MU59,REN145 P07,G10B,MU23,G10H,Sex
194-16-03,392,sample,13-27-05,194,4,16-03,1,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
9-16-04,74,sample,13-27-05,9,4,16-04,2,1,,,10,,A,L,, ,12,135.143,176.182,216.218,195.201,114.136,129.149,153.155,,,,,187.187,149.153,,,,,,241.241,,,,239.241,250.250
193-17-01,1107,sample,13-27-05,193,4,17-01,2,3,,,10,,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
193-17-02,391,sample,13-27-05,193,4,17-02,1,1,,,,30,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
188-18-01,382,sample,13-27-05,188,4,18-01,3,1,,,,20,C,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
188-18-05,381,sample,13-27-05,188,4,18-05,1,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
199-2-02,402,sample,13-27-05,199,4,2-02,2,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
27-4-3,896,sample,13-27-05,141,4,27-03,4,1,,,10,,A,L,"mostly uf left, 2nd envelope", ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
27-4-4,808,sample,13-27-05,48,4,27-04,4,1,,,2,20,C,U,4th envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
27-4-5,879,sample,13-27-05,124,4,27-05,4,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
27-4-7,784,sample,13-27-05,23,4,27-07,4,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
189-27-08,385,sample,13-27-05,189,4,27-08,3,1,,,5,,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
27-4-11,816,sample,13-27-05,56,4,27-11,4,1,,,,30,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
189-27-12,383,sample,13-27-05,189,4,27-12,1,1,,,,30,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
190-28-02,387,sample,13-27-05,190,4,28-02,3,1,,,,20,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
28-4-3,862,sample,13-27-05,106,4,28-03,4,1,,,,30,C,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
190-28-04,386,sample,13-27-05,190,4,28-04,1,1,,,6,,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
180-38-01,368,sample,13-27-05,180,4,38-01,2,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
180-38-02,369,sample,13-27-05,180,4,38-02,3,1,,,6,,B,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
180-38-03,367,sample,13-27-05,180,4,38-03,1,1,,,,30,C,L,2nd envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
183-62-02,374,sample,13-27-05,183,4,62-02,3,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
86-4-3,764,sample,13-27-05,1,4,86-03,4,1,,,,30,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
232-11-01,1065,sample,13-27-05,232,5,11-01,2,2,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
15-5-2,1021,sample,13-27-05,272,5,15-02,4,2,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
245-15-03,488,sample,13-27-05,245,5,15-03,1,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
254-18-02,504,sample,13-27-05,254,5,18-02,1,1,,,5,5,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
261-28-01,515,sample,13-27-05,261,5,28-01,1,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
261-28-02,516,sample,13-27-05,261,5,28-02,2,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
261-28-03,517,sample,13-27-05,261,5,28-03,3,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
264-38-01,521,sample,13-27-05,264,5,38-01,1,1,,,,30,C,L,coarse underfur, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
257-39-02,508,sample,13-27-05,257,5,39-02,2,3,,,10,,A,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
39-5-4,989,sample,13-27-05,239,5,39-04,4,2,,,5,,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
263-49-02,520,sample,13-27-05,263,5,49-02,2,1,,,10,,A,U,maybe not bear?, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
263-49-03,519,sample,13-27-05,263,5,49-03,1,1,,,10,,A,U,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
350-10-02,676,sample,13-27-05,350,6,10-02,2,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
350-10-03,677,sample,13-27-05,350,6,10-03,3,1,,,,30,B,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
350-10-04,675,sample,13-27-05,350,6,10-04,1,1,,,5,,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
342-11-02,662,sample,13-27-05,342,6,11-02,1,1,,,10,,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
15-6-1,898,sample,13-27-05,144,6,15-01,4,1,,,6,,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
327-15-03,633,sample,13-27-05,327,6,15-03,3,1,,,,30,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
327-15-04,631,sample,13-27-05,327,6,15-04,1,1,,,,20,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
343-17-01,666,sample,13-27-05,343,6,17-01,3,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
334-27-03,1084,sample,13-27-05,334,6,27-03,3,2,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
333-28-01,643,sample,13-27-05,333,6,28-01,3,1,,,10,,B,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
333-28-02,642,sample,13-27-05,333,6,28-02,1,1,,,5,,C,U,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
335-38-01,646,sample,13-27-05,335,6,38-01,1,1,,,6,,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
335-38-02,647,sample,13-27-05,335,6,38-02,2,1,,,8,,C,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
291-39-03,570,sample,13-27-05,291,6,39-03,2,1,,,,30,A,L,, ,8,135.143,176.182,216.218,195.201,114.136,129.149,,117.117,,,,,,,,,,,,,,,,250.250
336-50-02,1085,sample,13-27-05,336,6,50-02,3,2,,,10,,A,L,1st envelope, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
86-6-1,1005,sample,13-27-05,255,6,86-01,4,2,,,10,,B,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
373-99-02,720,sample,13-27-05,373,6,99-02,2,1,,,10,,A,L,, ,7,135.143,176.182,216.218,195.201,114.136,129.149,,,,,,,,,,,,,,,,,,250.250
133-116-01,279,sample,133-116-01,133,3,116-01,1,1,,,6,,C,L,, ,24,123.137,176.186,214.214,201.201,134.134,153.157,161.163,119.121,194.194,209.215,163.165,187.205,137.155,145.149,155.157,147.155,183.191,173.177,229.233,157.157,156.158,187.205,239.239,204.250
220-102-01,439,sample,133-116-01,220,4,102-01,1,1,,,10,,A,L,1st envelope, ,7,123.137,176.186,214.214,201.201,134.134,153.157,,,,,,,,,,,,,,,,,,204.250
106-4-8,897,sample,133-116-01,143,4,106-08,4,1,,,5,,C,L,, ,7,123.137,176.186,214.214,201.201,134.134,153.157,,,,,,,,,,,,,,,,,,204.250
287-102-01,565,sample,133-116-01,287,5,102-01,1,1,,,10,,A,L,, ,7,123.137,176.186,214.214,201.201,134.134,153.157,,,,,,,,,,,,,,,,,,204.250
281-113-03,556,sample,133-116-01,281,5,113-03,2,1,,,10,,A,L,, ,7,123.137,176.186,214.214,201.201,134.134,153.157,,,,,,,,,,,,,,,,,,204.250
87-1-2,1024,sample,135-108-03,275,1,87-02,4,2,,,,30,A,L,coarse underfur, ,7,123.137,176.186,206.216,197.197,136.136,149.157,,,,,,,,,,,,,,,,,,250.250
87-1-5,780,sample,135-108-03,18,1,87-05,4,1,,,,30,A,L,, ,7,123.137,176.186,206.216,197.197,136.136,149.157,,,,,,,,,,,,,,,,,,250.250
108-3-1,951,sample,135-108-03,200,3,108-01,4,1,,,,30,A,L,, ,7,123.137,176.186,206.216,197.197,136.136,149.157,,,,,,,,,,,,,,,,,,250.250
201-108-02,1061,sample,135-108-03,201,3,108-02,3,2,,,,30,A,U,, ,7,123.137,176.186,206.216,197.197,136.136,149.157,,,,,,,,,,,,,,,,,,250.250
135-108-03,283,sample,135-108-03,135,3,108-03,1,1,,,,30,A,U,weird shorty hairs, ,24,123.137,176.186,206.216,197.197,136.136,149.157,155.163,119.133,184.194,205.213,175.179,187.203,149.149,147.149,151.151,145.155,185.185,177.179,237.243,157.157,156.158,199.203,233.241,250.250
135-108-04,284,sample,135-108-03,135,3,108-04,3,1,,,,20,C,L,1st envelope, ,8,123.137,176.186,206.216,197.197,136.136,149.157,,,,,,,149.149,,,,,,,,,,,250.250
206-115-03,414,sample,171-105-09,206,3,115-03,1,1,,,,30,C,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
105-4-1,832,sample,171-105-09,72,4,105-01,4,1,,,,30,C,L,1st envelope, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
105-4-2,1020,sample,171-105-09,271,4,105-02,4,2,,,,20,C,U,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
208-105-05,1109,sample,171-105-09,208,4,105-05,3,3,,,,30,A,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
219-105-07,438,sample,171-105-09,219,4,105-07,3,1,,,,30,C,L,1st envelope, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
208-105-08,417,sample,171-105-09,208,4,105-08,1,1,,,7,,C,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
171-105-09,349,sample,171-105-09,171,4,105-09,3,1,,,,30,C,L,, ,24,139.139,178.182,206.214,195.207,120.122,141.153,155.159,119.119,194.198,201.201,175.179,191.199,137.155,143.149,137.157,147.147,183.195,173.177,235.237,167.174,156.160,201.203,235.235,204.250
206-115-01,415,sample,171-105-09,206,4,115-01,2,1,,,7,,C,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
395-115-02,756,sample,171-105-09,395,4,115-02,1,1,,,,30,A,L,1st envelope, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
201-121-01,404,sample,171-105-09,201,4,121-01,1,1,,,,30,A,L,1st envelope, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
275-105-01,543,sample,171-105-09,275,5,105-01,1,1,,,,30,C,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
275-105-03,544,sample,171-105-09,275,5,105-03,2,1,,,,30,A,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
278-114-02,548,sample,171-105-09,278,5,114-02,1,1,,,,20,C,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
276-121-08,1072,sample,171-105-09,276,5,121-08,3,2,,,,30,C,L,"coarse underfur, 2ndenvelope", ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
292-114-04,572,sample,171-105-09,292,6,114-04,2,1,,,,30,C,L,, ,7,139.139,178.182,206.214,195.207,120.122,141.153,,,,,,,,,,,,,,,,,,204.250
17-2-01,84,sample,17-2-02,17,1,2-01,2,1,,,6,,C,L,1st envelope, ,12,133.135,172.186,210.212,191.197,128.132,135.141,153.161,,,,,187.199,135.137,,,,,,245.245,,,,251.253,204.250
17-2-02,17,sample,17-2-02,17,1,2-02,1,1,,,10,,A,L,1st envelope, ,24,133.135,172.186,210.212,191.197,128.132,135.141,153.161,119.133,184.196,211.211,157.167,187.199,135.137,143.149,155.157,147.155,185.191,175.175,245.245,167.170,156.158,187.187,251.253,204.250
18-8-03,18,sample,17-2-02,18,1,8-03,1,1,,,,30,A,U,2nd envelope, ,11,133.135,172.186,210.212,191.197,128.132,135.141,153.161,,,,,187.199,135.137,,,,,,245.245,,,,51.53,204.250
22-4-2,981,sample,17-2-02,231,4,22-02,4,1,,,10,,A,L,1st envelope, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
197-22-03,399,sample,17-2-02,197,4,22-03,2,1,,,10,,A,L,1st envelope, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
155-22-04,320,sample,17-2-02,155,4,22-04,3,1,,,10,,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
197-22-06,398,sample,17-2-02,197,4,22-06,1,1,,,,30,A,L,1st envelope, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
196-23-01,396,sample,17-2-02,196,4,23-01,2,1,,,,30,C,U,1st envelope, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
196-23-02,395,sample,17-2-02,196,4,23-02,1,1,,,10,,A,U,1st envelope, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
196-23-04,397,sample,17-2-02,196,4,23-04,3,1,,,10,,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
173-32-02,353,sample,17-2-02,173,4,32-02,2,1,,,,30,B,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
173-32-05,352,sample,17-2-02,173,4,32-05,1,1,,,,30,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
2-5-5,948,sample,17-2-02,197,5,5-Feb,4,1,,,,20,C,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
272-2-04,538,sample,17-2-02,272,5,2-04,3,1,,,,30,A,U,1st envelope, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
21-5-3,953,sample,17-2-02,202,5,21-03,4,1,,,,30,C,U,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
303-21-04,592,sample,17-2-02,303,5,21-04,1,1,,,,30,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
21-5-7,890,sample,17-2-02,135,5,21-07,4,1,,,,30,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
303-21-08,1115,sample,17-2-02,303,5,21-08,2,3,,,,30,C,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
22-5-1,1018,sample,17-2-02,269,5,22-01,4,2,,,,30,C,L,coarse underdfur, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
270-22-02,1113,sample,17-2-02,270,5,22-02,2,3,,,5,,C,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
269-23-02,531,sample,17-2-02,269,5,23-02,2,1,,,9,,C,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
273-8-01,539,sample,17-2-02,273,5,8-01,1,1,,,,30,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
361-41-06,697,sample,17-2-02,361,6,41-06,1,1,,,,30,A,U,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
359-42-01,695,sample,17-2-02,359,6,42-01,3,1,,,,30,A,L,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
359-42-02,694,sample,17-2-02,359,6,42-02,1,1,,,,30,C,U,"coarse underfur, 1st envelope", ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
356-53-01,689,sample,17-2-02,356,6,53-01,3,1,,,5,20,B,U,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
293-53-02,1075,sample,17-2-02,293,6,53-02,3,2,,,10,,A,U,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
356-53-04,687,sample,17-2-02,356,6,53-04,1,1,,,,30,C,U,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
356-53-05,688,sample,17-2-02,356,6,53-05,2,1,,,,30,A,U,, ,7,133.135,172.186,210.212,191.197,128.132,135.141,,,,,,,,,,,,,,,,,,204.250
175-20-02,357,sample,175-20-02,175,4,20-02,1,1,,,,30,C,U,, ,7,139.143,172.180,210.212,203.205,122.134,141.153,,,,,,,,,,,,,,,,,,204.250
29-4-5,946,sample,175-20-02,195,4,29-05,4,1,,,,30,A,U,1st envelope, ,24,139.143,172.180,210.212,203.205,122.134,141.153,153.155,131.133,194.194,205.213,157.157,187.199,135.155,143.147,149.159,141.153,185.185,179.179,231.239,157.159,156.158,193.207,241.241,204.250
50-3-2,840,sample,19-50-05,81,3,50-02,4,1,,,10,,B,U,1st envelope, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
117-50-03,245,sample,19-50-05,117,3,50-03,2,1,,,,30,C,U,, ,24,143.143,180.180,206.208,197.209,128.138,149.159,155.161,127.127,194.198,213.213,167.175,187.201,137.137,147.151,151.153,141.155,185.185,167.177,241.241,167.174,156.160,191.203,241.263,250.250
50-3-4,878,sample,19-50-05,123,3,50-04,4,1,,,10,,B,L,, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
19-50-05,86,sample,19-50-05,19,4,50-05,3,1,,,,20,C,L,, ,9,143.143,180.180,206.208,197.209,128.138,149.159,155.59.61,,,,,187.201,137.137,,,,,,39.241,,,,,250.250
50-5-5,936,sample,19-50-05,184,5,50-05,4,1,,,10,,B,U,, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
260-51-01,512,sample,19-50-05,260,5,51-01,1,1,,,,20,C,L,, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
367-61-02,707,sample,19-50-05,367,6,61-02,1,1,,,5,,C,L,, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
367-61-03,708,sample,19-50-05,367,6,61-03,2,1,,,10,,A,L,, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
366-73-02,706,sample,19-50-05,366,6,73-02,2,2,,,7,,C,L,, ,19,143.143,180.180,206.208,197.209,128.138,149.159,,127.127,194.198,213.213,167.175,187.01,137.137,147.151,151.153,141.155,,167.177,241.241,167.174,,,241.263,250.250
362-83-03,1118,sample,19-50-05,362,6,83-03,2,3,,,6,,C,L,, ,7,143.143,180.180,206.208,197.209,128.138,149.159,,,,,,,,,,,,,,,,,,250.250
100-1-3,779,sample,23-100-05,17,1,100-03,4,1,,,,30,A,L,1st envelope, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
100-1-4,767,sample,23-100-05,4,1,100-04,4,1,,,,30,A,L,1st envelope, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
23-100-05,23,sample,23-100-05,23,1,100-05,1,1,,,,30,C,U,1st envelope, ,24,129.139,178.184,212.214,195.205,134.138,129.147,155.157,131.131,194.200,205.213,157.165,187.191,135.139,143.145,137.149,141.141,183.191,167.177,245.245,167.172,158.160,187.207,239.241,204.250
22-100-07,90,sample,23-100-05,22,1,100-07,2,1,,,,30,C,L,, ,11,129.139,178.184,212.214,195.205,134.138,129.147,155.157,,,,,187.191,135.139,,,,,,245.245,,,,239.41,204.250
100-1-8,820,sample,23-100-05,60,1,100-08,4,1,,,,30,A,L,, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
100-1-9,924,sample,23-100-05,172,1,100-09,4,1,,,,20,C,L,2nd envelope, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
100-1-11,917,sample,23-100-05,164,1,100-11,4,1,,,,30,C,U,, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
90-1-2,856,sample,23-100-05,100,1,90-02,4,1,,,10,,C,L,, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
29-90-03,94,sample,23-100-05,29,1,90-03,2,1,,,10,,A,U,, ,12,129.139,178.184,212.214,195.205,134.138,129.147,155.157,,,,,187.191,135.139,,,,,,245.245,,,,239.241,204.250
90-1-4,900,sample,23-100-05,146,1,90-04,4,1,,,,30,C,L,, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
29-90-06,29,sample,23-100-05,29,1,90-06,1,1,,,1,30,C,L,1st envelope, ,12,129.139,178.184,212.214,195.205,134.138,129.147,155.157,,,,,187.191,135.139,,,,,,245.245,,,,239.241,204.250
75-100-01,162,sample,23-100-05,75,2,100-01,1,1,,,,30,A,L,, ,7,129.139,178.184,212.214,195.205,134.138,129.147,,,,,,,,,,,,,,,,,,204.250
235-77-01,468,sample,235-77-01,235,4,77-01,1,1,,,10,,A,U,2nd envelope, ,24,139.139,174.186,210.214,197.205,124.134,141.141,155.155,117.119,184.198,215.215,157.163,187.187,135.135,149.149,153.157,145.153,185.191,175.177,237.247,157.167,158.158,187.205,241.254,250.250
235-77-02,469,sample,235-77-01,235,4,77-02,2,1,,,,20,C,L,1st envelope, ,7,139.139,174.186,210.214,197.205,124.134,141.141,,,,,,,,,,,,,,,,,,250.250
24-66-01,1030,sample,24-66-03,24,1,66-01,2,2,,,10,,A,U,"uf left, 1st envelope", ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
24-66-03,24,sample,24-66-03,24,1,66-03,1,1,,,,30,A,L,2nd envelope, ,24,123.141,184.186,208.214,195.205,122.124,149.155,159.165,121.121,196.198,213.213,163.175,191.199,137.137,147.147,143.151,147.155,183.183,173.177,237.239,157.159,160.160,187.209,241.249,204.250
391-42-02,750,sample,24-66-03,391,3,42-02,1,1,,,,30,B,L,, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
157-54-01,323,sample,24-66-03,157,3,54-01,1,1,,,,30,C,L,, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
55-3-5,969,sample,24-66-03,218,3,55-05,4,1,,,,30,C,L,, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
55-3-7,973,sample,24-66-03,223,3,55-07,4,1,,,6,,C,L,, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
156-66-01,321,sample,24-66-03,156,3,66-01,1,1,,,,20,C,L,, ,11,123.141,184.186,208.214,195.205,122.124,149.155,,121.121,,,,,137.137,,,,,,237.239,,,,241.249,204.250
230-53-01,460,sample,24-66-03,230,4,53-01,1,1,,,5,,C,L,1st envelope, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
134-55-02,282,sample,24-66-03,134,4,55-02,3,1,,,,30,C,L,, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
304-53-01,593,sample,24-66-03,304,5,53-01,1,1,,,,30,A,L,, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
358-56-01,691,sample,24-66-03,358,6,56-01,1,1,,,5,,C,L,1st envelope, ,7,123.141,184.186,208.214,195.205,122.124,149.155,,,,,,,,,,,,,,,,,,204.250
15-22-02,82,sample,25-55-01,15,1,22-02,3,1,,,,20,C,L,, ,11,137.139,172.178,210.214,181.209,134.140,141.143,155.157,,,,,187.187,137.137,,,,,,239.241,,,,53.253,204.250
25-55-01,25,sample,25-55-01,25,1,55-01,1,1,,,4,,C,L,1st envelope, ,24,137.139,172.178,210.214,181.209,134.140,141.143,155.157,129.129,194.198,205.211,163.165,187.187,137.137,143.149,155.157,141.143,183.184,173.175,239.241,157.167,154.156,193.199,253.253,204.250
